match_id,competition_id,match_date,home_team_id,away_team_id,home_goals,away_goals,season
19817,37,2019-04-28,967,974,3,2,2018/2019
19818,37,2019-04-28,746,970,2,1,2018/2019
19819,37,2019-05-11,972,965,0,4,2018/2019
19820,37,2019-05-11,974,971,2,3,2018/2019
19821,37,2019-05-11,968,746,1,0,2018/2019
19822,37,2019-05-11,970,969,0,2,2018/2019
22912,16,2019-06-01,38,24,0,2,2018/2019
22921,72,2019-06-07,861,1211,4,0,2019
22924,72,2019-06-08,852,1213,3,0,2019
22926,72,2019-06-08,857,1207,1,0,2019
22930,72,2019-06-08,863,1216,3,1,2019
22933,72,2019-06-09,1205,855,1,2,2019
22934,72,2019-06-09,1203,1212,3,0,2019
22936,72,2019-06-09,865,866,2,1,2019
22939,72,2019-06-10,1206,1208,1,0,2019
22940,72,2019-06-10,1204,1210,0,0,2019
22942,72,2019-06-11,1215,851,0,1,2019
22943,72,2019-06-11,1214,1107,13,0,2019
